Description,TotalSalesDollars,ProfitMargin
Rebel Newmans Own Chard,359.64,56.69002335669002
Rebel Yell American Whisky,4869.679999999999,96.11144880156397
Recanati Galilee Merlot,2956.2599999999998,54.3341925270443
Red Autumn Red,5695.36,45.44717103045286
Red Car Ritchie Vyd Chard,1907.64,98.08454425363277
Red Diamond Chard Wash,9508.81,64.7299714685644
Red Diamond Shiraz Wash,899.12,75.67955334104458
Red Guitar Temp/Garnacha Nvr,9518.85,70.43308803059193
Red IQ,373.65999999999997,28.41620724723009
Red Newt Clrs Rsl Finger Lak,2307.29,63.70547265406602
Red Sox Club Series Chard Rs,2718.64,87.41098490421682
Red Truck Pnt Nr Cal,4355.37,64.96118584643786
Red Truck Znfdl Sonoma Cnty,143.88,65.97164303586321
Redtree Cab Svgn Cal,287.68,48.94327030033371
Redtree Moscato,17.98,67.74193548387096
Redwood Creek Malbec,8078.49,70.80246432192155
Regnard Macon Lugny Chard,263.88,65.75716234652114
Regusci Est SLD Merlot,7330.4400000000005,22.239865546952167
Remy Martin VS Cognac,5618.339999999999,85.03616308528856
Remy Martin XO Excelence VAP,3519.78,93.18196023615111
Rentas De Fincas Rioja,1688.61,76.1934372057491
Renwood BBQ Zinfandel,1870.4399999999998,67.72149868480143
Revel Stoke Roasted Pecan,2091.39,79.94061365885847
Revelation Chard Pays D'Oc,81.48,34.609720176730484
Reverdy Sancerre Blanc,1447.4399999999998,19.267119880616807
Rex Goliath Cab Svgn Free Ra,629.46,56.93451529882757
Rex Goliath Chard Free Range,1142.1,62.280010506960856
Rex Goliath Moscato,675.08,31.891544789924712
Rex Goliath Pink Moscato,509.19,52.98415129912213
Rex Goliath Pink Pnt Grigio,311.58,36.83805122279992
Rex Goliath Pnt Grigio Free,267.8,59.53696788648245
Rex Goliath Red Moscato,220.05,20.10906612133607
Rex Goliath Shiraz,395.41999999999996,25.34520256941984
Rex Goliath Svgn Bl,711.38,55.5427478984509
Rex Hill Williamette Pnt Nr,7895.5,64.20523233605508
Rhiannon Proprietor's Red,2165.03,54.80801651709214
Rhone Roger Sabon 13 CDR Rou,2686.08,99.6504199428163
Rhum Barbancourt 3 Star,434.7,70.7936507936508
Rib Shack Red,791.28,66.42402183803456
Ricardo Santos Malbec Mendza,1532.6299999999999,66.67688874679472
Richards Wild Irish White,295.26,26.742532005689906
Richland Rum,7364.7300000000005,31.533131560831162
Rickshaw Pnt Nr,3805.7599999999998,65.44185655427562
Ridge East Branch Znfdl,6867.71,62.13235561781146
Ridge Estate Merlot,4223.12,55.28045615563848
Ridge Pagoni Ranch Znfdl,8278.83,55.92927986200949
Ridge Ponzo Vyds Znfdl,3622.7999999999997,74.23484597548857
Ridge Santa Cruz Mt Chard,8398.25,67.34319649927068
Riebeek Cellars Cab Svgn,1068.98,63.79726468222044
Riebeek Cellars Cape Rose,5040.12,93.98427021578851
Riebeek Cellars Chard,687.34,75.94203741961766
Riebeek Clrs Svgn Bl Swartld,3954.33,66.0154817630294
Right Gin,719.76,61.23707902634211
Right Hand Man Syrah,75.96,69.24697209057399
Riglos Gran Cab Svgn,3548.58,99.51445366879146
Rio Madre 14 Rioja Tempranlo,5978.56,22.611464968152866
Rio Madre 2014 Rose Rioja,1824.21,93.06329863338104
Riojana Cab Svgn,898.8,59.46595460614152
Riojana Chard,179.76,65.48731642189587
Riojana Malbec,359.52,66.88918558077435
Riondo Blu Prosecco,4470.92,94.9916348313099
Riondo Prosecco,1151.28,66.88555347091932
Rittenhouse Rye Bonded Whsky,695.76,61.53846153846153
Riunite Bianco,407.58,54.07036655380539
Riunite Lambrusco Cuties,7011.0,65.71815718157181
Riunite Peach Moscato,119.88,65.96596596596596
Riunite Sweet White,305.49,98.65789387541327
Riva Rose Brut,583.64,36.220958124871494
Rob Stuart Vignette Pinot Nr,6423.5,43.67089592901067
Robert Mondavi Chard Rsv,335.92,0.011907597046922024
Robert Sinskey Abraxas,6268.38,69.58703843736342
Robert Sinskey Aries Pnt Nr,5608.28,83.22480332651008
Robert Sinskey Marcien Red,8899.11,84.29337315754047
Robert Sinskey Pnt Bl,1699.32,97.11708212696844
Robert Sinskey Pnt Gris,999.5999999999999,59.73589435774309
Rocca delle Macie Sasyr Tscn,1896.54,72.4087021628861
Rocca di Montemassi Le Faca,181.74,65.73676680972818
Rochioli RRV Chard Cal,3079.44,89.3558569090484
Rochioli Svgn Bl RRV,6862.24,73.35389027489565
Rock Hills Farm Bourbon,799.84,43.18363672734547
Rock Wall 12 Monte Rosso Znf,6278.43,18.92686547433037
Rodney Strong Bros Ridge Cab,2919.6,98.38710782298945
Roger Didier Raimbault Sance,7827.389999999999,56.93532582380588
Rombauer Cab Svgn Diamond,9515.73,66.70565474220055
Rombauer Vyds Chard Carneros,2284.73,66.54309261925917
Ron Barcelo Imperial Rum,347.88,60.31390134529148
Ron Virgin Black Spiced Rum,2052.42,94.37542023562429
Ron Virgin Bold Coconut Rum,3659.67,86.05475357067715
Ron Zacapa XO Rum,1319.88,61.83289389944541
Roncolato Pnt Grigio Veneto,857.16,65.50468990620189
Roncolato Valpo Super S Barb,173.88,33.33333333333333
Rosatello Sweet Moscato,4998.64,62.290543027703535
Rose 'N' Blum Pink Moscato,179.4,66.38795986622074
Rose'N'Blum Red Moscato,226.35,2.18687872763419
Rosemount Cab Svgn/Merlot,2523.39,93.58640558930644
Rosenblum Vntnrs Cv Cab Svgn,194.85,11.562740569668977
Rosenblum Znfdl Paso Robles,431.76,66.89827682045582
Rosita Tequila Liqueur,131.22,62.96296296296296
Rosso del Popolo Lange Rosso,719.52,66.67778519012674
Rothman & Winter Apricot,131.94,62.96043656207366
Rothman & Winter Pear Liquer,43.98,60.64120054570259
Rothman & Winter Violette,5651.429999999999,57.69831706311499
Round Hill Cab Svgn,5959.74,63.43464647786649
Round Hill Chard,8335.96,51.204380696980806
Round Hill Comm Man Cab Svgn,6999.24,63.425171875803656
Round Hill Comm Man Wh Znfdl,1868.8799999999999,60.99268010787209
Round Hill Common Man Merlot,4315.2,61.432146829810904
Round Hill Merlot Cal,4448.82,62.00790321928062
Route 128 Est Pnt Nr Santa B,645.66,28.965709506551434
Royal Thistle Scotch,288.83,81.4700688986601
Royal Tokaji Mad Cuvee,6205.589999999999,68.69757750673183
Rozes Infanta Isabel 10 Yr,6211.48,86.21198168552424
Rozes White RSV Porto,1747.08,74.26334226251804
Ruca Malen Cab Svgn Rsv,5482.64,69.63798462054777
Ruca Malen Petit Verdot,455.76,65.98209583991576
Ruca Malen Yauquen Bonarda,215.73,67.03750057942798
Ruffino Modus Toscana,3248.75,75.05994613312814
Ruffino Prosecco,4340.79,61.46001073537305
Rumson's Grand Rsv Rum,2111.52,96.69337728271577
Russian Standard Gold Vodka,2219.2599999999998,11.943620846588502
Ryan Patrick Rsv Cab,6093.9,59.21593724872414
Ryan Patrick Ryan's Rsl,1710.53,55.99960246239469
S Aviron 12 Fleurie Madrieir,2067.06,91.373254767641
S Aviron Cd Brouilly 12 Viel,1823.04,91.26459101281375
S S Pierce 99 Vodka 80 Proof,452.88,71.80047694753576
S S Pierce Manhattan,461.58,67.28194462498375
S S Pierce Ninety Nine Bl W,89.88,80.30707610146862
S S Pierce Ninety Nine Gin,134.82,54.064678831033966
S S Pierce Ninety Nine Rum,299.6,66.52202937249666
S S Pierce Vodka,4421.46,84.70912323078802
SA Prum Rsl Essence Mosel,4910.22,63.20531462948708
Saarstein Riesling QbA,2915.01,88.9345148044089
Saint M Pflaz,575.52,64.34528773978315
Salers Apertif Gentiane,21.99,35.06139154160982
Salmon & Trout Bordeaux Blnc,179.6,83.46325167037863
Salmon Creek Cab Svgn,3542.9,61.67207654746112
Salmon Creek Chard Cal,1876.24,58.804843730013225
Salmon Creek Merlot Calif,279.44,64.24992842828514
Salmon Creek Pnt Grigio Cal,389.22,46.97086480653615
Salmon Creek Pnt Nr Cal,1109.54,58.66395082646862
Salmon Creek Wh Znfdl Cal,389.22,46.97086480653615
Salon Brut Bl de Bl 97,9859.66,75.00907739212103
Salted Caramel Martini Wine,398.58,61.88469065181395
Samos High Peaks Muscat,321.72,82.76762402088774
San Callisto Montepulcno 09,527.76,34.65211459754434
San Guido Sassacaia,2099.94,33.77525072144918
San Guido Sassicaia Guildal,974.6099999999999,84.30141287284144
San Polo Mezzopane 06 Toscan,2644.0699999999997,85.92321685885776
San Quirico Vernaccia,3225.74,77.57041795060978
San Rocco Pinot Grigio Vene,4762.04,65.5374587361719
San Zopito Montepulciano d'A,2309.23,87.88080875443329
Sandeman 30 Yr Tawny Port,2467.72,37.233559723145255
Sandeman Rainwater Madeira,9094.32,60.73043394118527
Sandeman Vau Vintage Porto,337.90000000000003,39.62710861201539
Sanford & Benedict Pnt Nr,1439.28,32.86643321660831
Sanford La Riconda Pnt Nr,1443.6200000000001,84.6199138277386
Sans Liege Cotes du Coast Wh,2648.7999999999997,59.577922077922075
Sans Liege Groundwork Grenac,2950.5099999999998,52.368234644180156
Santa Barbara Winery Chard,463.73999999999995,46.48725578988226
Santa Barbara Winery Pnt Nr,493.73999999999995,39.67675294689513
Santa Ema Reserve Merlot,1127.06,66.4303586321935
Santa Julia Malbec,5683.26,60.27438477212023
Santa Maria Alla Pieve Ripas,3283.6299999999997,61.32085527297534
Santa Maria Alla Pieve Soave,2548.07,44.40969047161185
Santa Maria Alla Pieve Valpo,6775.12,64.19738690975215
Santa Marta Pnt Grigio,191.76,67.08385481852315
Santa Rita Organic Svgn Bl,19.98,83.23323323323322
Santi Amarone Proemio 06,2199.56,55.44108821764353
Sartori Bardolino Chiaretto,2302.56,66.88555347091932
Sartori Family Pnt Grigio,3020.22,64.41981047738244
Sartori Family Pnt Nr,5656.92,64.93498228718101
Sartori Valpolicella Cls,2920.79,59.52327966063976
Sasa VO Amarone del Valp Cla,811.86,12.534180770083525
Sassy Bitch Pnt Noir,287.76,65.76313594662219
Satellite Svgn Blanc Marlbor,2463.14,88.42209537419717
Sauska Aszu Essencia,2627.28,61.61733808349319
Sauska Tokaji Aszu,3284.5499999999997,84.88377403297255
Sauvignon Republic Svgn Bl,96.69,27.272727272727277
Sauvion Muscadet Ch de Cler,8318.85,70.10259831587298
Sauza Sparkling Margarita,321.54,98.326802264104
Sauza Sprklg Wild Berry Marg,55.92,91.07653791130186
Saved Rose,2776.02,47.112412734778566
Savory & James Amontillado,3916.08,59.64689178974892
Savory & James Fino Sherry,8491.5,48.08219984690572
Sbragia Cab Svgn Monte Rosse,4507.02,96.57534246575342
Sbragia Home Ranch Merlot,1077.51,82.87997327170977
Scaggs Vyds Mt Vedeer Montag,2300.4100000000003,95.32431175312227
Scagliola Barbera D'Asti Frm,5977.009999999999,65.03602972054588
Scagliola Dolcesvago Moscato,209.58,84.11107930146007
Scagliola Dolcetto Sempre,2700.18,90.55618514321267
Scagliola Moscato D'Asti Prm,2430.48,52.92781672755999
Scala Dei Negre Priorat,1281.32,82.47198201854337
Scharffenberger Brut Spklg,903.55,36.663161972220685
Schlink Haus Auslese,719.46,58.06855141356018
Schlink Haus Kabinett,1318.8,61.292083712465875
Schlink Haus Spatlese,275.76,65.53524804177545
Schlosskellerei Gobelsbrg Rs,383.76,35.45966228893057
Schlosskellerei Gobelsburg,9667.95,83.56425095289075
Schmitt Sohne Funf Rsl,8703.12,65.96806662438298
Schmitt Sohne Funf Sangria,3551.75,66.19553741113536
Schramsberg Brut Rose,2775.28,68.20645124095589
Schug Cab Svgn,8171.73,97.25896474797871
Schug Sonoma Cnty Chard,2248.75,75.21823235130628
Scoresby Scotch,23.98,64.30358632193494
Scorpion Anejo Mexcal,674.85,70.36674816625916
Scorpion Silver,419.88,61.246070305801645
Scott Family Est Chard Arroy,4817.59,85.07863890451449
Scott Family Est Pnt Nr Arro,8156.599999999999,86.30262609420592
Screech Honey Rum,2423.19,91.62261316694111
Screech Spiced Rum,3264.57,97.49308484731526
Sea Hagg Poitin White Whisky,179.8,69.47719688542826
Sea Pearl Svgn Bl,1324.98,51.98719980678954
Sea Ridge Chard Cal,77.94,31.947652040030793
Sea Smoke Chard,2834.55,54.95581309202519
Sea Smoke Pinot Noir,1349.9,20.52744647751686
Sea Smoke Sea Spray Blanc,2404.69,6.243216381321505
Sea Smoke Southing Pnt Nr,8578.68,56.56231494822047
Sea Smoke Ten Snt Brb Pnt Nr,2149.75,25.521572275846022
Seagram's Red Berry Vodka,9639.86,69.65723568599545
Seagrams 7 PET,1198.8,60.01001001001001
Seagrams Twisted Lime Gin,407.76,60.0058858151854
Sean Minor 4B Cntl Cst Chard,813.26,31.940584806826845
Sebastiani Merlot Sonoma,39.98,65.98299149574787
Secco Italian Bubbles,1675.77,23.006140460803092
Secoli 13 Prosecco Valdobbia,5155.7,90.31945225672557
Secoli 14 Pnt Grigio Venezia,309.69,75.84681455649196
Segal's Fusion Chard/Colombd,5068.83,56.20843468808384
Seghesio Arneis RRV,285.74,84.18842304192623
Seghesio Rockpile Znfdl,5774.4800000000005,66.6764799601003
Seifried Nelson Svgn Blanc,495.69,46.59565454215336
Selbach-Oster Riesling,2684.4199999999996,97.39832068007242
Selini Nano Svgn Bl,3415.44,46.573208722741434
Sella & Mosca Terre Rare,3162.89,62.591174527093884
Senda 66 Tempranillo,9336.27,66.97664056416535
Sensi Tuscano Bianco,539.28,66.68891855807743
Sequin Delicately Rose,4082.16,63.03623571834519
Sequoia Grove Chard,1367.36,39.928036508307976
Seratina Primitivo,2767.38,85.50253308183193
Serbal Chardonnay,740.43,67.98346906527289
Sette Ponti Crognolo Toscan,259.87,84.71543464039712
Seven Daughters Moscato 4 Pk,9383.74,62.09997293190135
Seven Daughters Moscato IGT,3912.44,62.778215129177696
Seven Daughters Pnt Nr 4 Pk,3957.36,9.344360887056016
Seven Daughters Red,175.84,2.0018198362147466
Seven Deadly Zins Lodi Znfdl,509.65999999999997,54.60110662009967
Seven Falls Chard,1912.26,50.437701986131586
Seven Falls Merlot,3022.25,57.71163867979154
Seven Hills Cab Svgn Columbi,4643.98,60.83897863470556
Seven Hills Merlot Seven Hil,1979.4,35.071233707184
Seven Sisters Cab Svgn,139.9,19.971408148677636
Sextant Wheelhouse Znfdl,1726.08,22.351223581757505
Sextant Znfdl,2289.06,66.66666666666666
Shafer Hillside Cab Svgn 06,1169.97,77.778062685368
Shane Judge Vyd Syrah Bennet,2106.51,72.23844178285411
Shane The Unknown Syrah No C,3039.24,81.32427843803056
Shannon Ridge 09 Cab Svgn,1087.32,77.79494537026818
Shannon Ridge Chard HE Lake,655.59,79.41701368233196
Shannon Ridge Wrangler Red,1007.37,22.751322751322746
Shardana Valli Di Porto Pino,4548.179999999999,85.71428571428572
Shaya Verdejo Old Vines Whit,4805.49,61.26596871494895
Shelburne Vyds Lake View Wh,597.54,7.246376811594196
Shooting Star Chard Lake Cny,644.5699999999999,61.99016398529251
Shooting Star Znfdl Lake Cty,1543.97,53.05025356710299
Sidebar Svgn Bl,3766.43,96.66952525335662
Siduri Pnt Nr RRV,2209.22,59.18921610342112
Siegel Reserve Cab Svgn,5015.67,75.05218644767298
Sierra Cantabria 14 Rose Rio,350.73,69.34393978273886
Sierra Cantabria Crianza,5656.62,87.83107226577002
Signatory Ben Nevis 91 Cask,6089.58,45.05532401249347
Signatory Bowmore Islay 02,5249.5,8.821792551671596
Signorello's Cab Svgn Napa,1842.77,84.39143246308547
Sileni Nano Pnt Nr,151.62,57.261574990106844
Silo Cucumber Vodka,2039.32,32.275464370476435
Silo Gin,1553.5800000000002,36.04449078901635
Silo Lavender Vodka,1109.7,32.335766423357654
Silo Lemon Vodka,599.8,28.006002000666886
Silo Reserve Gin,223.94,14.539608823792088
Silo Vodka,3804.82,42.43564741564648
Silo Whiskey,708.84,85.84306754697816
Silver Mtn Hard Cider,622.11,87.59383388789765
Silver Palm 12 Chard No Cst,1813.75,69.11426602343211
Silver Palm Pnt Nr CC,835.56,46.87634640241275
Silver Root Marley Rum,1484.01,90.55666740790156
Silverado GEO Cab Svg,875.88,67.5297986025483
Simi Cab Svgn Alexander Vly,1759.84,37.75269220860842
Simi Dry Rose Sonoma Cnty,311.76,3.233256351039256
Simonnet-Febvre Bourgogne Br,4616.92,64.33986293892899
Simple Life Chard,1822.56,70.4503555438504
Simply Naked Cab Svgn,1224.52,85.44735896514553
Simply Naked Undressed Red,1046.76,67.36596736596736
Simply Naked Unoaked Pnt Nr,1109.79,2.161670225898594
Six Hats Chenin Blanc,287.76,66.88907422852377
Six Hats Shiraz,8481.960000000001,71.76218704167432
Skinnygirl Chard,305.68,54.46218267469249
Skinnygirl Cucumber Vodka,989.34,98.86894293165139
Skinnygirl Moscato,161.84,11.764705882352935
Skinnygirl Pina Colada,5555.76,83.78439673420019
Skinnygirl Sprklng Margarita,5718.59,91.32985578612909
Skinnygirl Tangerine Vodka,3867.42,99.72126120255881
Skyfall Cab Svgn,2734.56,52.752910888771865
Skyy Infusions Georgia Peach,408.87,93.05402695233205
Skyy Infusions Grapefuit,7544.79,63.51787127275909
Sledgehammer Cab Svgn,431.64,11.148179038087298
Slices Sangria Red,417.62,35.08931564580241
Slow Press Cab Svgn,5291.47,54.31515250015592
Smashberry Red,561.48,76.32328845194843
Smirnoff Cinn Sugar Twist,467.64,51.34719014626635
Smirnoff Coconut,805.38,54.63011249348134
Smirnoff Fluffed Marshmallow,1019.32,78.99285798375388
Smirnoff Light Strawberry,5.9399999999999995,50.16835016835016
Smirnoff Lime Vodka,1265.99,50.0950201974129
Smirnoff Mango Vodka,610.53,41.09380374428775
Smirnoff Peach Vodka,883.32,3.8751528324955866
Smirnoff Pineapple,304.29,51.23073383942949
Smirnoff Pomegrante,1477.98,64.9859943977591
Smirnoff Pomegrante Vodka,311.76,62.97151655119323
Smirnoff Root Beer Float,1073.12,71.93230952735948
Smirnoff Sours Watermelon,162.36,61.41906873614191
Smirnoff Wh Peach Sorbet,508.86,83.44534842589317
Smith & Hook Cab Svgn,2429.73,74.4580673572784
Smith & Sons Cab Svgn,275.88,65.74597651152675
Smoke Stack Svgn Bl,2069.2799999999997,66.1795407098121
Smugglers Notch Gin,3614.87,67.82622888236645
Smugglers Notch Hopped Gin,1983.3799999999999,36.19225766116428
Smugglers Notch Rum,1063.72,29.14018726732599
Snap Dragon Cab Svgn,257.7,27.077997671711284
Snap Dragon Chard,251.72,19.35483870967742
Snap Dragon Pnt Nr,3128.52,62.19554294043189
Snoqualmie Rsl Winemkrs Slct,5100.3,65.95023822128111
Sobieski Cytron Vodka,3626.37,60.09122069728131
Sobieski Espresso Vodka,4555.44,59.93954480796585
Sobieski Orange Vodka,1308.69,51.86942667858698
Sobieski Raspberry Vodka,2797.2,60.04790504790505
Sobieski Vanilla Vodka,1188.81,43.96413219942632
Sociando Mallet 12 Haut-Medo,4442.99,98.65270909905267
Sokol Blosser Evolution Sprk,7906.5599999999995,74.05217945604662
Sokol Blosser Pnt Gris,9740.369999999999,60.07420662664765
Solar de Randez Crianza,35.98,67.31517509727627
Solimar Vinho Verde Branco,5899.56,50.570890032477
Sonoma Loeb Pnt Nr Dutton Ra,9381.24,9.550549820706015
Sonoma-Cutrer Pierres Chard,719.82,56.139034758689675
Sorel Artisan Liqueur,3523.5899999999997,72.2013628146294
Soter Vyds Brut Rose,4523.22,46.51597755581201
Soter Vyds Mineral Springs P,9167.27,67.62700345904507
Soter Vyds North Vly Pnt Nr,5073.55,99.5275497432764
Soter Vyds Planet Oregon Pnt,1967.91,91.24350198942025
Soul Sister Pnt Nr,285.74,38.01357877790999
Southern Comfort & Egg Nog,3809.45,97.15234482668102
Southern Comfort Caramel,7790.22,90.85492401419295
Southern Comfort Lime,1519.68,97.23955043166981
Southern Right Svgn Bl,1163.03,70.45905952554965
Speri Amarone Del Valpoicela,3599.52,58.05274036538205
Spiced Root Marley Rum,569.62,73.308521470454
Spring 44 Gin,755.73,78.83900334775646
Spring 44 Honey Vodka,727.74,94.03633165691045
Spring 44 Vodka,1819.35,90.4581306510567
Spring Mountain Cab Svgn 10,2045.6899999999998,64.40516402778525
Spring Valley Katherine Cab,1682.5400000000002,35.611634790257604
Spring Vly Frederick Rd,3803.86,53.103952301083645
Spring Vly Uriah Walla Walla,689.8,78.35459553493766
Sprinkle Cab Svgn,275.54,47.47768019162372
Spud Potato Vodka,1423.73,77.67132813103608
Spud Pumpkin Spice Vodka,6722.3099999999995,92.67573200283832
Spy Valley Pnt Nr Marlboro,7941.379999999999,66.1663338110001
St Clement Carneros Chard,1079.46,65.34378300261243
St Elizabeth Allspice Dram,359.88,75.31399355340668
St Francis Red Sonoma,1095.0,56.12054794520548
St Francis White Splash,143.76,66.4440734557596
St George Calif Citrus Vodka,49.98,62.96518607442977
St George Green Chile Vodka,1649.34,59.121830550401974
St George Spiced Pear Liquer,1971.32,52.4481058377128
St Julien Rose CDR,216.38,47.64765689989833
St Mayhem Red Coffee & Peppe,482.78999999999996,48.532488245406896
St Mayhem Wh Peach & Ginger,1011.56,57.28973071295821
St Mayhem White Aged/Peppers,3126.64,47.47716398434101
St Paul's Pnt Nr Alto Aldige,2158.92,62.70357400922685
St Supery Dollarhide Cab Svg,4319.46,42.744231917878615
St Supery Dollarhide Svgn Bl,1889.37,81.45095984375745
St Supery Elu Meritage Red,7533.63,52.935835712664414
St Supery Rutherford Merlot,3197.1800000000003,64.93409817401586
Staglin Cab Svgn Rutherford,8927.52,84.19527483556463
Staglin Family Vyd Est Chard,1273.74,90.07332736665253
Staglin Salus Cab Svgn,2159.52,67.73727494998889
Staglin Salus Rthfd Chard,319.9,93.10409502969678
Stags Leap Fay Cab Svgn Napa,8251.33,43.95558049429607
Stags Leap Hand of Time Red,9332.109999999999,64.01778375951419
Stags Leap Hands of Time Chr,3482.95,55.00136378644539
Star Insolia Chard,671.58,42.48190833556688
Stark Raving Cab Svgn,995.1700000000001,75.57301767537204
Stark Raving Red,8526.43,73.44680012619584
Stark Raving White,2919.4900000000002,86.45996389780406
State Ranch 07 Cab Svgn Youn,5459.48,64.11746173628258
Steele 09 Bien Nacido Pnt Nr,416.33,92.30898566041363
Steele Catfish Znfdl,2011.09,51.638166367492246
Steele Out Kaste Lke Cty Red,1297.4099999999999,89.06282516706361
Steele Pacini Mendocno Znfdl,475.71999999999997,39.46649289498024
Steele Red Hills Cab Svgn,2328.79,77.97139286925828
Steele Stymie Merlot Lake Cy,996.68,72.49468234538668
Steelhead Red,1928.07,86.11409336797936
Stella Moscato,279.8,67.5482487491065
Stellar Organics Cab Svgn,649.5,51.66743648960739
Stellar Organics Merlot,467.64,64.08348302112735
Stellar Organics Shiraz,311.76,65.51193225558121
Stellina di Notte Pnt Grigio,4855.95,65.50952954622679
Steph Avrn Chn Vielles Vig,1939.03,98.59723676271125
Steph Avrn Julienas Vielles,2878.56,93.93933077649936
Stephen Vincent Pnt Nr,305.82,11.084951932509313
Sterling Cab Svgn Rutherford,319.9,21.037824320100025
Sterling Rsv Platinum Red,1425.69,71.1255602550344
Sterling Vintners Cltn Syrah,4173.38,74.6368650829783
Sterling Vntnr Coll Rose Ltd,1805.58,69.01605024424285
Sterling Vntrs Cltn Chard,1168.44,65.27677929547089
Sterling Vyd Aromatic White,5077.35,91.9347691216875
Stillman St Chard,285.78000000000003,28.196514801595647
Stival Pnt Grigio,3974.94,62.63792661021299
Stival Pnt Grigio Veneto,383.52,50.62578222778473
Stoli 80 VAP Lemonade Shaker,8180.469999999999,99.35113752632795
Stolichnaya 100* Vodka,3870.24,75.10852040183555
Stolichnaya Citros Vodka,2038.98,53.220728011064345
Stone Barn Cab Svgn,555.64,45.80123821179181
Stone Barn Chard,1935.1599999999999,56.48111784038529
Stonehaven Svgn Bl,1790.72,70.7525464617584
Stonehedge Amador 12 Znfdl,3436.56,94.22096515119772
Stoneleigh Pnt Nr Marlboro,2443.59,76.14575276539844
Stones Currant Ginger Flavor,901.18,61.96986173683392
Stonestreet Est Cab Svgn,8054.71,65.70950412864026
Stonestreet Est Chard Sonoma,1959.44,48.16631282407219
Stonestreet Est Vyds Svgn Bl,2039.32,41.186277778867456
Storybook Mt Znfdl Mayacamas,8047.700000000001,53.825068031860035
Storypoint Cab Svgn,6373.62,59.6336148060286
Storypoint Chardonnay,4308.46,64.2935062644193
Stradanova Barolo,293.94,33.78240457236171
Stratus Cab Franc VQA,4048.6499999999996,99.4892124535339
Stump Jump Shiraz,467.61,60.27458779752358
Sule Susumaniello IGP,41.98,65.98380181038588
Summers Calistoga Cab Svgn N,399.84,66.20648259303721
Summers Est Cab S Andriana C,487.7,66.75825302440025
Sunday Mtn Svgn Bl,5868.33,61.535905444990306
Sur de Los Andes Malbec Rsva,4119.71,64.1139788965728
Sutter Home Clsc Svgn Bl,3977.3599999999997,60.07653317778626
Sutter Home Malbec Arg,143.76,66.02671118530884
Sutter Home Moscato,1138.1,59.35682277480011
Sutter Home Muscato,838.5999999999999,60.233722871452414
Sutter Home Pink Bubbly Mosc,1164.94,25.00901333974282
Sutter Home Pnt Grigio,286.08,66.77852348993287
Sutter Home Pnt Nr,2060.56,61.85219413307894
Sutter Home Red Blend,363.5,51.16900510448581
Sutter Home Red Moscato,699.3,60.0
Sutter Home Rsl,1892.84,61.44417911709389
Sutter Home Sweet Red,1634.06,58.59212772600979
Sutter Home White Merlot,335.44,40.90150250417362
Sutter Home White Merlot Cal,760.73,64.68918012961234
Sutter Home Znfdl,790.68,63.12035210198815
Svedka 100 Vodka,6498.58,90.27910712801874
Svedka Cherry Vodka,6079.32,69.3228847963259
Svedka Colada Vodka,1761.99,71.62773679821268
Svedka Grape Vodka,948.27,79.50267328925305
Sweet Carolina Sweet Tea Vdk,2910.18,59.227607914287084
Sycamore Lane Pnt Nr,203.76,34.157832744405184
Sycamore Lane Wh Znfdl Cal,9778.789999999999,65.22231368014307
Sydney Ann Pinot Grigio Ver,2977.66,62.36373528206713
Szigeti Gruner Velt Skt Brut,2414.99,84.7974525774434
TJ Lot #45 Zinfandel Tilting,335.76,66.65475339528236
Tablas Crk Cotes de Tabls Rg,3478.8399999999997,29.674259235837226
Taittinger Brut Francaise,765.98,65.98605707720829
Taittinger Brut Millesime,839.88,67.53107586798114
Taittinger La Francaise,6061.599999999999,62.10088294714684
Talbot St Julien 10,8669.66,75.17157535589631
Talley Vyds Pnt Nr,3688.77,55.41196659048951
Tamaya Svgn Bl,4484.32,67.65618867520605
Tamellini Soave DOC,359.76,66.67778519012674
Tangent Albarino,3044.85,96.79360231210076
Tangent Pnt Gris,4044.32,85.48655892708787
Tangle Ridge Canadian Whisky,458.72999999999996,62.08227061670263
Tanqueray Old Tom Gin,2623.95,96.24992854284571
Tanteo Cocoa Tequila,319.92,40.94148537134284
Tanteo Tropical Tequila,359.91,83.29026701119724
Tarantas Tempranillo,2038.3,57.96006475984888
Tarantula Azul Tequila Gift,6911.06,63.594007286870614
Tardieu Laurent Le Becs Fins,3532.14,95.2448090959022
Tarima 14 Blanco Alicante,4075.92,87.34150817484151
Tariquet Sauvignon,2455.11,54.62199249728119
Tasca D'Almerita Lamuri Nero,843.32,73.77507944789642
Tasca D'Almerita Leone 11,1633.1399999999999,71.32150336162239
Tasca D'Almerita Rosso 06,3667.0,88.23397872920643
Tasca Grillo Cavallo DOC,9530.04,48.23778284246447
Tatoosh Whiskey,3156.3900000000003,89.61535171509225
Tavernello Pinot Grigio IGT,71.94,31.02585487906589
Tavernello Pnt Grigio,287.52,72.03672787979967
Taylor Fladgate 11 Port,2769.5699999999997,84.23044042897087
Taylor Fladgate 1985 Porto,4799.700000000001,48.54386732504116
Taylor Fladgate 30 yr Tawny,4839.56,66.27627304961608
Taylor Lake Country Wh,95.88,56.11180642469754
Taylor Madeira NY,8892.18,65.28995139549582
Taylor New York Marsala,1719.42,50.56273730298794
Tellus Chardonnay,3147.2599999999998,62.42827094043708
